건강검진 FAQ, 영상의학검사,"MRI는 자장과 고주파를 발생시켜 우리 몸의 대부분을 이루고 있는수소(물)를 자극하여 영상을 얻는 진단 장비로서 뇌, 혈관, 연골 등 수소입자가 많은 연부조직, 특히 뇌, 척추 및 근골격계를 정확하게촬영합니다. CT는 X-선과 컴퓨터를 이용하여 단층영상 및 3차원 입체영상을 얻는
진단 장비입니다. 폐 및 심장 등에서는 현재 까지 MRI보다 CT가 더유용한 검사로 방사선 피폭은 있지만 최신 CT장비들은 방사선량을 줄이는 기술이 적용되어 크게 걱정하실 필요는 없습니다"
건강검진 FAQ, 영상의학검사,"MRI는 인체 여러 부위의 진단에 이용되고 MRA는 뇌혈관의 상태를 보기 위한 검사입니다. 뇌 MRI는 치매, 뇌종양 등 뇌의 구조적, 기능적 이상소견 여부를 확인하고자 하는 목적이 있으며 뇌MRA는 동맥류, 혈관기형, 혈관형태 등 뇌 혈관 이상을 확인하기 위해 혈관만을 영상화하는 검사입니다."
건강검진 FAQ, 영상의학검사,"유방 실질 조직이 매우 촘촘하다는 것입니다. 유방촬영을 하면 지방 조직은 검게, 실질조직은 희게 나오는데 치밀 유방은 지방이 적고 실질 조직이 많아 사진이 전반적으로 하얗게 나오는 것을 의미합니다. 유방암은 유방의 실질조직에 발생하므로 치밀유방인 경우 유방 촬영검사 시 민감도가 낮아 유방초음파를 병행하는 것이 좋습니다. 치밀유방을 가진 여성이 전체 수검자의 약 절반으로 한국에서는 치밀유방이 흔합니다."
건강검진 FAQ, 영상의학검사,"초음파만 시행했을 경우 진단 정확도는 70~85%이고, 초기 유방암을 찾아내기가 어렵습니다. 또한 유방촬영검사는 무증상 조기 유방암을 발견하는 기본적인 검사법으로, 초음파로 쉽게 진단할 수 없는 조기 유방암에서 나타나는 미세석회화 소견을 가장 잘 발견할 수 있는 방법입니다. 결국, 유방 촬영검사와 유방 초음파 검사를 같이 하는 것이 가장 좋은 방법입니다."
건강검진 FAQ, 영상의학검사,"저선량 흉부CT는 일반적인 CT보다 방사선 노출을 줄여서 촬영하는 방법입니다. 저선량 흉부CT는 일반적인 CT 방사선 노출량의 5분의 1에서 10분의 1 정도면서도 영상의 질이 우수한 검사입니다
폐암을 조기 발견하기 위해서는 크기 1cm 미만의 작은 결절을 발견할 수 있어야 합니다. 단순 흉부 X선 촬영으로는 크기 1cm 미만의 작은 결절은 발견하기 어렵고, 심장과 큰 혈관, 뼈 등에 가려진 부위에 발생한 결절도 찾기 어렵습니다. 저선량 흉부CT는 3~5mm 정도의 작은 결절까지 발견할 수 있고, 심장과 큰 혈관, 뼈 등에 가려진 부위의 결절까지도 발견할 수 있는 장점이 있습니다."
건강검진 FAQ, 영상의학검사,"CT검사에 사용하는 조영제는 무색 투명한 액체로서 초당2~3cc의 속도로 정맥주사합니다.
정맥주사된 조영제가 심장을 통해 온몸의 혈관속에 퍼지게 되면 혈관들이 모두하얗게나타나 대개 회색으로 표현되는 종양병소와 정상구조물과의 구별이 용이하게되어 진단의 정확도를 높입니다."
건강검진 FAQ, 영상의학검사,"조영 CT검사 전 약 6시간 정도 금식이 필요하며, 갑상선기능항진증(갑상선기능저하증은 검사 가능), 신장절제를 했거나 신장 투석, 신장 치료 중인 분, 과거 조영제 부작용, 평상시 약물 알러지가 있는 분, 비아그라 복용 후 48시간이 지나지 않은 분, 치료가 필요한 심한 천식이 있으신 분은 검사를 못하실 수 있으므로 검사 및 예약 전에 미리 고지해 주셔야 합니다."
건강검진 FAQ, 영상의학검사,"의료용으로 사용되는 엑스선 검사의 경우 대부분 태아에게 치명적인 위험을 초래하지는 않지만, 중병 또는 다른 합병증을 일으킬 수 있는 가능성을 배제할 수 없습니다. 임신 중 엑스선 검사는 산모에게 의학적으로 꼭 필요한 검사이고 검사 후에 산모에게 이득이 있는 경우를 제외하고는 삼가는게 좋습니다."
건강검진 FAQ, 영상의학검사,"골다공증 검사를 하면 T값이란 결과값이 나오는데 WHO기준으로 T값이 -2.5이하면 골다공증, -1.0에서 -2.5사이는 골감소증, -1.0 미만은 정상으로 판정합니다."
건강검진 FAQ, 영상의학검사," 보청기, 틀니, 피어싱 등의 전자기기 및 금속성 물질은 검사에 방해가 되므로 탈착 해야합니다. (빼지 못하는 틀니는 치과에 확인 필요)
또한 폐쇄공포증 있으신 분, 심장박동기 및 신경자극기 시술하신 분, 달팽이관 이식을 받은분은 검사를 할 수 없어 검사 및 예약 전에 미리 고지해 주셔야 하며, 그 밖의 금속성 물질 삽입 수술을 받으신분은 수술하신 병원에 확인이 필요합니다."
건강검진 FAQ,체성분검사,"체성분이란 인체를 구성하고 있는 성분을 말하며 인체를 4분법에 의거하여 체수분, 단백질, 무기질, 체지방 4가지로 구분합니다."
건강검진 FAQ,체성분검사,"체성분 검사는 체내 수분량의 영향을 받으므로 정확한 체성분 검사를 위해서는 식후 2시간 이후에 화장실을 다녀온 후 검사를 받는 것이 좋습니다. 또한 격렬한 운동이나 심한 움직임은 체성분을 일시적으로 변화시킬 수 있으므로 운동하기 전에 검사를 받습니다.
오래 서 있을수록 체수분이 하체로 몰리는 경향이 있어 오전에 검사받는 것이 좋으며, 스타킹을 신은 상태로는 전류가 통하지 않으므로 탈의 후 검사를 진행합니다."
건강검진 FAQ,체성분검사,"체수분이란 몸 안의 수분을 측정하는 것으로 체중의 50~70%를 차지하며 모든 세포와 체액에 분포되어 있고, 영양소 및 노폐물 운반, 체온 유지 등 중요한 역할을 합니다."
건강검진 FAQ,체성분검사,"체지방은 섭취한 영양분에서 쓰고 남은 잉여 영양분을 몸 안에 축적해 놓은 에너지 창고이며, 필요 시 분해되어 에너지원으로 사용됩니다. 또한 인지질, 콜레스테롤, 필수지방산 등은 세포막을 구성하는데 반드시 필요한 성분으로 지방도 인체를 구성하는데 반드시 필요한 성분 중 하나입니다.

체지방의 표준치는 성인 남자의 경우 체중의 15±5%. 성인 여자의 경우 23±5% 정도입니다. 에너지를 사용하는 근육 성분과 에너지를 저장하는 체지방의 두 성분 사이에 균형이 깨진 상태가 비만으로 나타납니다."
건강검진 FAQ,체성분검사,"내장지방은 분해와 합성을 반복하면서 유리지방산을 방출하는데, 이 때 적절한 운동을 하면 유리지방산은 운동 에너지원으로 사용되고, 그렇지 못한 경우에는 문맥과 간을 연결하는 혈관을 통해 간으로 흡수됩니다.
간은 유리지방산을 이용해 중성지방과 콜레스테롤을 합성하는데 이 때 내장지방의 합성을 최소화하여 분해를 촉진시키면 내장지방은 점점 감소하게 됩니다.

피하지방은 내장지방보다 분해 속도는 느리지만 내장지방으로부터의 유리지방산의 공급이 없으면 늘지 않습니다. 즉 운동과 식이조절을 통해 내장지방을 제거하면, 피하지방은 생기기 어려운 체질로 바뀌는 것입니다."
건강검진 FAQ,체성분검사,"생체전기저항법은 인체에 해가 없는 미세한 전류를 흘려 임피던스를 측정하는 기술을 사용합니다. 이것은 비침습성이며, 인체에 적용 시 안전하다는 연구결과가 있습니다."
건강검진 FAQ,스트레스 검사,"측정 중에 움직이거나 말을 하지 않고, 너무 긴장하지 말고 호흡을 일부러 천천히 쉬지 않도록 하고 평상시 자기 호흡대로 합니다.
검사 중 졸지 않도록 하며 검사 3시간 전에는 커피, 흡연, 약물섭취를 금지합니다.
측정 전에 음주를 하지 않도록 하며 음식물 섭취(식사) 후 바로 측정하지 않도록 합니다."
건강검진 FAQ,스트레스 검사,"직무스트레스란 직무 요건이 근로자의 능력(capabilities)이나 자원(resources), 바램(needs)과 일치하지 않을 때 생기는 유해한 신체적, 정서적 반응이라고 정의할 수 있습니다. 
직무 스트레스의 요인은 아래와 같습니다.

(1) 시간적 압박, 업무시간표 및 속도 : 근로자 자신이 업무 속도를 조절할 수 있는지의 여부에 따른 업무요구도, 잔업, 교대근무, 기계의 속도, 품삯일 등
(2) 업무구조 : 시간적 압박 또는 마감시간을 지켜야 하는 등의 통제 결여, 기술 과소 활용 등
(3) 물리적 환경 : 불쾌한 환경, 물리적 또는 독성학적 유해요인의 위협, 인간공학적 유해요인 등
(4) 조직 : 업무요구사항이 명확하지 못하거나 업무에 대한 전망이 결여 되고 책임범위가 명확하지 않은 등의 역할모호성, 역할 갈등, 경쟁 등
(5) 조직 외적인 스트레스 요인 : 업무와 관련되어 있지만 개별 업무 또는 조직 차원을 뛰어넘는 상황의 것들로 지역사회, 고용불안, 경력에 대한 요구사항 등
(6) 비직업성 스트레스 요인 : 업무 이외의 스트레스 요인들로 개인, 가족, 지역사회가 처한 환경 등"
건강검진 FAQ,스트레스 검사,"전류가 흐르는 두 부위 사이의 전위차를 측정하는 ‘전압계’와 동일한 원리로, 뇌파는 복잡하게 진동하며 살아있는 동안 자발적으로 계속 발생합니다.
뇌파는 빠르기가 다른 리듬들이 복합적으로 섞여있으며 빠르기 크기에 따라 감마, 베타, 알파. 세타, 델타 5개로 구분이 가능합니다.

정신부하가 발생하는 어려운 과제를 수행하는 경우에는 빠른 리듬의 주파수가 증가하고, 눈을 감고 안정한 뇌휴식 상태에서는 느린 리듬의 주파수가 증가하게 됩니다.
휴식 시 발생하는 파워스펙트럼의 피크 주파수를 분석하여 치매, 기억력 등 추측이 가능합니다."
건강검진 FAQ,스트레스 검사,"인지능력을 담당하는 뇌의 전전두엽의 전기적 신호인 뇌파를 측정하는 것이기 때문에 뇌혈관질환 등의 질병으로 인한 뇌수술과는 무관하며, 의료기기 인증을 받은 장비는 인체에 무해합니다.
※ 협회 도입 장비는 의료기기 2등급 인증받음"
건강검진 FAQ,스트레스 검사,"자율신경은 뇌와 연결되어있는 신경절을 중심으로 온몸의 장기로 연결되며, 신진대사를 담당합니다. 교감신경과 부교감신경으로 이루어져 있으며 서로 길항적으로 작용합니다. 교감신경은 수축, 부교감신경은 이완의 역할로 심장박동 시간격에 직접 영향을 줍니다.
특히 자율신경은 심장박동에 직접 작용하기 떄문에 ‘맥파’측정을 통해 자율신경기능검사가 가능합니다."
건강검진 FAQ,스트레스 검사,"자율신경의 교감신경과 부교감신경은 서로를 균형있게 제어함으로써 항상성을 유지합니다. 교감신경은 저항긴장방어의 역할로 스트레스 상태일 때 주로 활성화되고, 부교감신경은 수용이완회복의 역할로 편안한 상태일 때 주로 활성화됩니다.

자율신경계는 장기 전반에 영향을 주며, 기능 이상 시 인체전반에 증상이 나타납니다. 자율신경 기능 이상의 원인은 대부분 정신적 스트레스나 육체피로이며, 소화불량, 복통, 설사, 손떨림, 현기증, 두통 등 다양한 이상 증상이 발생할 수 있습니다."
건강검진 FAQ,구강검진,"구강은 주요 신체 기관이지만 대부분 사람들은 그 중요성을 자주 간과합니다.
대개 귀찮다는 이유로 치과 방문을 미루다가 치통이 발생하고 나서야 치과에 내원하는 경우가 많은데, 이런 경우 이미 치과 질환이 상당한 수준까지 진행되어 신경치료 임플란트 등 치료비용으로 수백에서 수천만원까지 드는 상태가 벌어지기도 합니다.

국민건강보험공단에서는 치아가 아프지 않아도 1~2년에 한번은 검진 받을 것을 이야기하고 있습니다.
이미 충치 등으로 치료를 받은 경험이 있다면 더 자주 검진을 받는 것이 좋으며, 일반적으로 치과에서 권장하는 구강검진 주기는 3~6개월 간격으로, 치석 및 충치 확인을 비롯하여 치료한 치아 상태를 확인하도록 합니다."
건강검진 FAQ,구강검진,"임플란트 치아는 자연치아와 거의 동일하게 관리해주어야 하며, 정기검진, 꼼꼼한 양치질, 개인 구강위생관리가 필요합니다.
틀니 사용에 불편함이 없는 경우에도 최소 1년에 1번씩 정기검진을 통하여 구강 내 염증 및 틀니 관리상태 등을 점검받도록 합니다."
건강검진 FAQ,구강검진,"충치와 잇몸병을 예방하려면 불소가 들어있는 치약을 이용해서 치아와 잇몸에 붙어 있는 세균을 반드시 제거해야 합니다.
따라서 전 세계적으로 하루 2번 이상의 칫솔질을 권장하고 있습니다.
자기 전 칫솔질은 수면 중 구강 내 세균의 증식을 막을 수 있기 때문에 가장 중요합니다.
·당분이 높은 음식은!? 섭취 후 바로 칫솔질 하는 것이 좋습니다.
·변색 성분이 있는 음식은!? 섭취 후 바로 칫솔질을 하고, 빨때로 섭취하는 것이 좋습니다.
·과일이나 과일성분 및 탄산이 들어간 음료는!? 물로 입안을 헹군 후, 30분 정도 경과 후 칫솔질을 하는 것이 좋습니다."
건강검진 FAQ,구강검진,"칫솔질을 잘 해도 치아 사이에 음식물이 잘 제거되지 않을 수 있습니다.
이때, 치아 사이 음식물과 세균을 제거하기 위해 구강 관리 용품(치실, 치간칫솔 등)을 사용합니다."
건강검진 FAQ,구강검진,"치실은 나이 상관없이 치아 사이에 낀 음식물을 빼내는데 가장 좋은 기구입니다.
집에서 아이 스스로, 혹은 보호자가 아이에게 치실질을 해주기 위해서는 연습을 충분히 하여 잇몸에 큰 자극이 되지 않도록 주의해야 합니다."
건강검진 FAQ,구강검진,"아무리 칫솔질을 꼼꼼히 한다고 해도 치아 구석구석 치태나 치석을 완벽하게 제거할 수 없습니다.
치석이 오랫동안 쌓이면 잇몸속으로 파고들어 잇몸 질환을 유발할 수 있기 때문에 치과에서 꼭 정기적으로 스케일링을 받는 것이 좋습니다.
평상시에 구강위생관리가 잘 되지 않고 치주병이 있거나, 흡연을 하시는 분들은 3~6개월에 한 번 스케일링 받기를 권장드립니다.
그렇지 않은 경우 1년에 한 번 스케일링을 받는 것이 적당합니다."
건강검진 FAQ,구강검진,"성인의 불소도포 및 불소치약 사용은 치아 뿌리의 충치를 예방하고, 치아의 시린 증상 완화에 효과를 얻을 수 있습니다."
건강검진 FAQ,구강검진,"출혈이 있는 치과 치료(사랑니 발치, 잇몸치료, 신경치료 등) 후 음주 시 지혈이 되지 않을 수 있습니다. 또한, 면역체계가 약해져 치료를 받으면서 손상되고 약해진 부분의 치유가 지연됩니다."
건강검진 FAQ,구강검진,"혀, 잇몸 등 입안 점막에 염증이 발생하는 증상을 통틀어서‘구내염’이라고 부릅니다.
구내염은 보통 특별한 치료 없이 2~3주 내에 호전되지만, 재발과 호전을 반복하고, 눈 등 다른 부위에도 궤양이 생기면 전신질환의 가능성이 있으니, 반드시 전문 진단 및 검사를 받도록 합니다."
건강검진 FAQ,기타,"WHO-HPH(건강증진병원)은 양질의 포괄적인 의료 및 간호서비스 제공 뿐 아니라 건강증진의 목적을 포함한 조직의 정체성을 정립하고, 환자와 모든 직원의 적극적이고 참여적인 역할을 포함한 건강증진적인 조직구조와 문화를 개발하여 건강진화적인 물리적 환경을 조성하고, 지역사회와 적극적으로 협력하는 병원을 말합니다. 한국건강관리협회는 2010년 우리나라 건강검진센터 최초로 가입 인증을 받아 현재까지 유지하고 있습니다."
건강검진 FAQ,기타,"정부서울, 세종, 대전, 대구, 광주청사에개인별 맞춤형 건강생활실천상담 및 관리를 위한 건강지원센터를 개설하여 운영하고 있으며 그 외에도 각종 캠페인, 이벤트 검사, 건강증진 프로그램 운영, 건강검진 안내 등을 제공하고 있습니다."
전국센터안내,서울서부(서울 강서구),주소 (07649)  서울시 강서구 화곡로 335 (화곡6동 1097) TEL 02-2600-2000 FAX 02-2601-2449 url https://kss.kahp.or.kr
전국센터안내,서울동부 (서울 동대문구),주소 (02584)  서울시 동대문구 왕산로 78 (용두동 112-1) TEL 02-3290-9800 FAX 02-922-0475 url https://ksd.kahp.or.kr
전국센터안내,서울강남 (서울 송파구),주소 (05510)  서울시 송파구 올림픽로 269 롯데캐슬골드(신천동 7-18) 3층 TEL 02-2140-6000 FAX 02-2140-6197 url https://ksn.kahp.or.kr
전국센터안내,부산동부 (부산 동래구),주소 (47734)  부산시 동래구 충렬대로 145 (온천2동 1438-2) TEL 051-553-6400~4 FAX 051-556-1922 url https://busan.kahp.or.kr
전국센터안내,부산서부 (부산 사상구),주소 (46985)  부산시 사상구 학감대로 230 (감전동 157-7) TEL 051-601-9700 FAX 051-328-9640 url https://westbusan.kahp.or.kr
전국센터안내,대구 (대구 동구),주소 (41261)  대구시 동구 장등로 16(신천3동 128-1) TEL 053-757-0500 FAX 053-756-4642 url https://daegu.kahp.or.kr
전국센터안내,인천 (인천 미추홀구),주소 (22172)  인천시 미추홀구 독배로 500 (숭의동 163-22) TEL 032-890-8700 FAX 032-884-7967 url https://incheon.kahp.or.kr
전국센터안내,울산 (울산 중구),주소 (44519)  울산시 중구 번영로 360 (학산동 75-5) TEL 052-241-2000 FAX 052-296-5674 url https://ulsan.kahp.or.kr
전국센터안내,경기 (수원 장안구),주소 (16309)  경기도 수원시 장안구 경수대로 857(조원동 779) TEL 031-250-5800 FAX 031-251-4181 url https://gg.kahp.or.kr
전국센터안내,강원 (춘천),주소 (24373)  춘천시 남춘로 50 (효자2동 363-7) TEL 033-260-0800 FAX 033-261-2647 url https://gangwon.kahp.or.kr
전국센터안내,충북세종 (청주 흥덕구),주소 (28477)  청주시 흥덕구 직지대로 631(봉명동 725) TEL 043-297-1100 FAX 043-294-3614 url https://chungbuk.kahp.or.kr
전국센터안내,대전충남 (대전 서구),주소 (35264)  대전시 서구 계룡로 611 (탄방동 90-8) TEL 042-532-9890 FAX 042-534-9895 url https://daejeon.kahp.or.kr
전국센터안내,전북 (전주 덕진구),주소 (54893)  전주시 덕진구 사평로 40 (덕진동1가 1408-3) TEL 063-259-8900 FAX 063-272-1493 url https://jb.kahp.or.kr
전국센터안내,광주전남 (광주 서구),주소 (61931)  광주시 서구 대남대로 432 (농성동 638-11) TEL 062-363-4040 FAX 062-362-4086 url https://gwangju.kahp.or.kr
전국센터안내,경북(대구 북구),주소 (41499)  대구시 북구 팔달로 23(노원동3가 523-3) TEL 053-350-9000 FAX 053-341-9018 url https://gb.kahp.or.kr
전국센터안내,경남(창원 마산회원구),주소 (51322)  창원시 마산회원구 삼호로 107 (양덕2동 524-2) TEL 055-259-0100 FAX 055-296-8681 url https://kn.kahp.or.kr
전국센터안내,제주 (제주도),주소 (63136)  제주시 연북로 111 (연동 1375) TEL 064-740-0200 FAX 064-747-7529 url https://jeju.kahp.or.kr
